,home_team,home_goals,away_goals,away_team,wcm,dif_inter_match,dif_inter_match_won,dif_inter_match_lost,dif_inter_match_tie,dif_inter_goals_sco,dif_inter_goals_con,dif_wc_match,dif_wc_match_won,dif_wc_match_lost,dif_wc_match_tied,dif_wc_goals_sco,dif_wc_goals_con,status
11557,Ecuador,0,3,Poland,0,-277.0,-188.0,-17.0,-72.0,-730.0,-232.0,-24.0,-12.0,-8.0,-4.0,-36.0,-34.0,3
11558,Iran,2,0,Togo,0,402.0,267.0,34.0,101.0,871.0,204.0,12.0,2.0,6.0,4.0,8.0,18.0,1
11559,Saudi Arabia,1,3,Ghana,0,12.0,16.0,17.0,-21.0,22.0,11.0,4.0,-1.0,6.0,-1.0,-2.0,23.0,3
11560,Morocco,0,0,Cameroon,0,8.0,24.0,-6.0,-10.0,47.0,-91.0,-7.0,-2.0,-3.0,-2.0,-4.0,-21.0,2
11561,Northern Ireland,1,1,Portugal,0,-304.0,-245.0,11.0,-70.0,-743.0,4.0,-17.0,-11.0,-5.0,-1.0,-36.0,-12.0,2
11562,Australia,1,0,Uruguay,0,-340.0,-108.0,-133.0,-99.0,-284.0,-512.0,-40.0,-22.0,-10.0,-8.0,-74.0,-43.0,1
11563,Cyprus,1,0,Wales,0,-589.0,-216.0,-237.0,-136.0,-813.0,-835.0,-5.0,-1.0,-1.0,-3.0,-4.0,-4.0,1
11564,Egypt,1,2,Tunisia,0,-418.0,-199.0,-99.0,-120.0,-692.0,-403.0,-8.0,-2.0,-4.0,-2.0,-8.0,-13.0,3
11565,Japan,1,0,Angola,0,609.0,316.0,165.0,128.0,1133.0,681.0,18.0,5.0,10.0,3.0,19.0,27.0,1
11566,South Korea,2,0,Serbia,0,574.0,335.0,94.0,145.0,1077.0,436.0,25.0,4.0,12.0,9.0,28.0,53.0,1
11567,Luxembourg,0,1,Canada,0,-252.0,-145.0,-28.0,-79.0,-422.0,-26.0,-3.0,0.0,-3.0,0.0,0.0,-5.0,3
11568,Mexico,0,3,Bulgaria,0,651.0,392.0,112.0,147.0,1289.0,504.0,31.0,13.0,12.0,6.0,38.0,45.0,3
11569,Poland,3,1,Estonia,0,733.0,340.0,192.0,201.0,1343.0,889.0,34.0,16.0,13.0,5.0,46.0,45.0,1
11570,Qatar,0,3,Argentina,0,-364.0,-268.0,6.0,-102.0,-928.0,-280.0,-81.0,-43.0,-23.0,-15.0,-137.0,-93.0,3
11571,Slovakia,1,1,Spain,0,-575.0,-375.0,-64.0,-136.0,-1266.0,-400.0,-59.0,-29.0,-16.0,-14.0,-94.0,-65.0,2
11572,Turkey,4,2,Switzerland,0,-609.0,-233.0,-255.0,-121.0,-985.0,-1017.0,-27.0,-7.0,-13.0,-7.0,-30.0,-47.0,1
11573,Saudi Arabia,2,0,Palestine,0,601.0,309.0,158.0,134.0,993.0,574.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11574,Iraq,5,1,Saudi Arabia,0,-473.0,-269.0,-106.0,-98.0,-853.0,-441.0,-13.0,-3.0,-8.0,-2.0,-10.0,-35.0,1
11575,Iraq,2,0,Saudi Arabia,0,-473.0,-269.0,-106.0,-98.0,-853.0,-441.0,-13.0,-3.0,-8.0,-2.0,-10.0,-35.0,1
11576,Mexico,2,0,Hungary,0,572.0,333.0,100.0,139.0,990.0,364.0,25.0,1.0,13.0,11.0,-27.0,41.0,1
11577,Galicia,3,2,Uruguay,0,-856.0,-373.0,-274.0,-209.0,-1344.0,-1058.0,-56.0,-24.0,-20.0,-12.0,-87.0,-74.0,1
11578,Ecuador,1,2,Senegal,0,-34.0,-96.0,77.0,-15.0,-103.0,315.0,2.0,1.0,3.0,-2.0,-1.0,1.0,3
11579,Basque Country,0,1,Cameroon,0,-530.0,-232.0,-129.0,-169.0,-711.0,-521.0,-23.0,-4.0,-12.0,-7.0,-18.0,-43.0,3
11580,Ecuador,1,2,Uganda,0,500.0,152.0,221.0,127.0,626.0,809.0,10.0,4.0,5.0,1.0,10.0,11.0,3
11581,Egypt,4,2,Senegal,0,-384.0,-192.0,-89.0,-103.0,-566.0,-324.0,-1.0,-3.0,3.0,-1.0,-6.0,2.0,1
11582,Qatar,2,0,Libya,0,488.0,213.0,157.0,118.0,736.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11583,Morocco,3,0,DR Congo,0,456.0,250.0,79.0,127.0,722.0,303.0,13.0,2.0,6.0,5.0,14.0,8.0,1
11584,Ghana,0,1,Togo,0,519.0,275.0,104.0,140.0,906.0,447.0,9.0,4.0,2.0,3.0,12.0,10.0,3
11585,Tunisia,1,0,Libya,0,527.0,241.0,132.0,154.0,809.0,509.0,15.0,2.0,9.0,4.0,13.0,25.0,1
11586,Morocco,1,0,Zimbabwe,0,514.0,260.0,103.0,151.0,777.0,389.0,16.0,2.0,9.0,5.0,14.0,22.0,1
11587,Senegal,0,0,DR Congo,0,470.0,237.0,112.0,121.0,664.0,390.0,5.0,3.0,-1.0,3.0,11.0,-4.0,2
11588,Tunisia,2,0,Ghana,0,-16.0,-31.0,10.0,5.0,-110.0,-4.0,3.0,-2.0,4.0,1.0,0.0,9.0,1
11589,Morocco,2,2,Angola,0,506.0,263.0,102.0,141.0,779.0,384.0,13.0,2.0,8.0,3.0,13.0,20.0,2
11590,Saudi Arabia,1,1,Sweden,0,262.0,168.0,35.0,59.0,442.0,84.0,-35.0,-16.0,-8.0,-11.0,-69.0,-34.0,2
11591,United Arab Emirates,1,0,South Korea,0,-714.0,-440.0,-88.0,-186.0,-1429.0,-500.0,-31.0,-6.0,-16.0,-9.0,-32.0,-59.0,1
11592,Cameroon,3,1,Angola,0,498.0,239.0,108.0,151.0,732.0,475.0,20.0,4.0,11.0,5.0,17.0,41.0,1
11593,Greece,1,1,South Korea,0,-706.0,-440.0,-91.0,-175.0,-1401.0,-475.0,-24.0,-4.0,-13.0,-7.0,-29.0,-50.0,2
11594,Morocco,0,1,Ivory Coast,0,405.0,216.0,72.0,117.0,627.0,253.0,7.0,-1.0,4.0,4.0,1.0,8.0,3
11595,Saudi Arabia,1,1,Finland,0,397.0,274.0,30.0,93.0,802.0,99.0,16.0,3.0,11.0,2.0,11.0,39.0,2
11596,Tunisia,4,1,Zambia,0,518.0,239.0,127.0,152.0,781.0,499.0,15.0,2.0,9.0,4.0,13.0,25.0,1
11597,United States,0,0,Canada,0,282.0,157.0,70.0,55.0,520.0,338.0,30.0,8.0,16.0,6.0,37.0,57.0,2
11598,Nigeria,1,0,Ghana,0,-449.0,-241.0,-95.0,-113.0,-802.0,-403.0,9.0,2.0,7.0,0.0,10.0,14.0,1
11599,Zimbabwe,0,2,Senegal,0,-528.0,-247.0,-136.0,-145.0,-719.0,-476.0,-8.0,-3.0,-2.0,-3.0,-11.0,-10.0,3
11600,Egypt,0,0,Morocco,0,-370.0,-205.0,-56.0,-109.0,-624.0,-237.0,-9.0,-2.0,-4.0,-3.0,-9.0,-10.0,2
11601,Cameroon,2,0,Togo,0,447.0,226.0,77.0,144.0,681.0,368.0,20.0,4.0,9.0,7.0,17.0,37.0,1
11602,Ecuador,1,0,Honduras,0,347.0,114.0,150.0,83.0,454.0,544.0,1.0,4.0,-1.0,-2.0,7.0,-3.0,1
11603,Finland,0,1,South Korea,0,-631.0,-434.0,-25.0,-172.0,-1328.0,-197.0,-34.0,-6.0,-19.0,-9.0,-34.0,-70.0,3
11604,Mexico,2,1,Norway,0,588.0,379.0,71.0,138.0,1192.0,315.0,49.0,14.0,24.0,11.0,53.0,90.0,1
11605,Saudi Arabia,1,1,Greece,0,472.0,280.0,96.0,96.0,875.0,377.0,6.0,1.0,5.0,0.0,6.0,19.0,2
11606,Tunisia,2,0,South Africa,0,492.0,232.0,121.0,139.0,753.0,461.0,6.0,0.0,6.0,0.0,2.0,9.0,1
11607,Ghana,1,0,Senegal,0,50.0,38.0,0.0,12.0,236.0,83.0,4.0,1.0,3.0,0.0,2.0,6.0,1
11608,Saudi Arabia,1,2,Lebanon,0,579.0,306.0,138.0,135.0,994.0,518.0,16.0,3.0,11.0,2.0,11.0,39.0,3
11609,Libya,0,0,Morocco,0,-479.0,-247.0,-89.0,-143.0,-741.0,-343.0,-16.0,-2.0,-9.0,-5.0,-14.0,-22.0,2
11610,Cameroon,2,0,DR Congo,0,448.0,226.0,85.0,137.0,675.0,394.0,20.0,4.0,9.0,7.0,18.0,29.0,1
11611,South Korea,2,0,Croatia,0,538.0,296.0,107.0,135.0,967.0,407.0,11.0,-5.0,11.0,5.0,-1.0,44.0,1
11612,United States,5,0,Norway,0,415.0,240.0,90.0,85.0,702.0,317.0,25.0,6.0,16.0,3.0,30.0,54.0,1
11613,Tunisia,0,3,Guinea,0,478.0,233.0,112.0,133.0,748.0,436.0,15.0,2.0,9.0,4.0,13.0,25.0,3
11614,Ghana,1,2,Zimbabwe,0,578.0,285.0,136.0,157.0,955.0,559.0,12.0,4.0,5.0,3.0,13.0,16.0,3
11615,Nigeria,2,1,Senegal,0,-399.0,-203.0,-95.0,-101.0,-566.0,-320.0,13.0,3.0,10.0,0.0,12.0,20.0,1
11616,Hong Kong,0,4,Croatia,0,-251.0,-164.0,-8.0,-79.0,-527.0,-153.0,-23.0,-11.0,-8.0,-4.0,-35.0,-26.0,3
11617,Guinea,2,3,Senegal,0,-444.0,-226.0,-102.0,-116.0,-622.0,-357.0,-8.0,-3.0,-2.0,-3.0,-11.0,-10.0,3
11618,Cameroon,1,1,Ivory Coast,0,397.0,192.0,78.0,127.0,580.0,344.0,14.0,1.0,7.0,6.0,5.0,29.0,2
11619,Nigeria,1,1,Tunisia,0,-433.0,-210.0,-105.0,-118.0,-692.0,-399.0,6.0,4.0,3.0,-1.0,10.0,5.0,2
11620,Egypt,2,1,Senegal,0,-384.0,-192.0,-89.0,-103.0,-566.0,-324.0,-1.0,-3.0,3.0,-1.0,-6.0,2.0,1
11621,Senegal,0,1,Nigeria,0,399.0,203.0,95.0,101.0,566.0,320.0,-13.0,-3.0,-10.0,0.0,-12.0,-20.0,3
11622,United States,3,2,Japan,0,32.0,-11.0,43.0,0.0,-132.0,122.0,12.0,3.0,8.0,1.0,17.0,33.0,1
11623,Costa Rica,1,0,South Korea,0,-237.0,-197.0,24.0,-64.0,-523.0,-18.0,-16.0,-1.0,-11.0,-4.0,-15.0,-42.0,1
11624,Qatar,2,0,Tajikistan,0,551.0,234.0,183.0,134.0,805.0,616.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11625,Saudi Arabia,1,1,Syria,0,539.0,300.0,123.0,116.0,939.0,474.0,16.0,3.0,11.0,2.0,11.0,39.0,2
11626,Mexico,0,1,South Korea,0,-2.0,-20.0,42.0,-24.0,-14.0,138.0,23.0,10.0,8.0,5.0,26.0,28.0,3
11627,Japan,2,0,Finland,0,424.0,286.0,43.0,95.0,956.0,215.0,21.0,5.0,11.0,5.0,20.0,29.0,1
11628,United States,4,0,Guatemala,0,544.0,280.0,155.0,109.0,896.0,618.0,33.0,8.0,19.0,6.0,37.0,62.0,1
11629,Bahrain,1,3,Australia,0,-399.0,-237.0,-84.0,-78.0,-968.0,-377.0,-16.0,-2.0,-10.0,-4.0,-13.0,-31.0,3
11630,Hong Kong,0,3,Qatar,0,-488.0,-225.0,-138.0,-125.0,-763.0,-491.0,0.0,0.0,0.0,0.0,0.0,0.0,3
11631,Iran,4,0,Taiwan,0,478.0,282.0,71.0,125.0,934.0,297.0,15.0,2.0,9.0,4.0,9.0,24.0,1
11632,Japan,6,0,India,0,604.0,316.0,154.0,134.0,1113.0,612.0,21.0,5.0,11.0,5.0,20.0,29.0,1
11633,Syria,1,2,South Korea,0,-773.0,-460.0,-118.0,-195.0,-1465.0,-572.0,-34.0,-6.0,-19.0,-9.0,-34.0,-70.0,3
11634,Yemen,0,4,Saudi Arabia,0,-595.0,-310.0,-144.0,-141.0,-1003.0,-533.0,-16.0,-3.0,-11.0,-2.0,-11.0,-39.0,3
11635,Bosnia and Herzegovina,2,2,Japan,0,-578.0,-310.0,-144.0,-124.0,-1090.0,-607.0,-18.0,-4.0,-9.0,-5.0,-16.0,-25.0,2
11636,Argentina,2,3,Croatia,0,601.0,329.0,124.0,148.0,1164.0,618.0,58.0,32.0,15.0,11.0,102.0,67.0,3
11637,Austria,0,2,Canada,0,-160.0,-70.0,-48.0,-42.0,-119.0,-91.0,26.0,12.0,10.0,4.0,43.0,42.0,3
11638,England,2,1,Uruguay,0,115.0,190.0,-93.0,18.0,839.0,-114.0,13.0,5.0,-1.0,9.0,4.0,-10.0,1
11639,France,1,2,Slovakia,0,716.0,383.0,178.0,155.0,1341.0,873.0,62.0,33.0,17.0,12.0,115.0,70.0,3
11640,Iran,3,2,Costa Rica,0,-126.0,13.0,-106.0,-33.0,-60.0,-334.0,-3.0,-3.0,1.0,-1.0,-10.0,-4.0,1
11641,Israel,0,2,Denmark,0,-669.0,-348.0,-190.0,-131.0,-1332.0,-845.0,-17.0,-9.0,-5.0,-3.0,-29.0,-23.0,3
11642,Italy,4,1,Germany,0,-517.0,-343.0,-106.0,-68.0,-1402.0,-629.0,-26.0,-22.0,-5.0,1.0,-98.0,-48.0,1
11643,South Korea,1,0,Angola,0,816.0,464.0,147.0,205.0,1505.0,663.0,31.0,6.0,18.0,7.0,33.0,68.0,1
11644,Luxembourg,0,2,Belgium,0,-596.0,-325.0,-122.0,-149.0,-1267.0,-641.0,-48.0,-20.0,-19.0,-9.0,-68.0,-72.0,3
11645,Mexico,1,0,Ghana,0,244.0,156.0,54.0,34.0,534.0,247.0,45.0,12.0,22.0,11.0,47.0,82.0,1
11646,Netherlands,1,0,Ecuador,0,231.0,232.0,-36.0,35.0,954.0,91.0,40.0,23.0,6.0,11.0,76.0,37.0,1
11647,Poland,0,1,United States,0,122.0,37.0,21.0,64.0,347.0,215.0,1.0,8.0,-6.0,-1.0,9.0,-17.0,3
11648,Qatar,2,1,Uzbekistan,0,494.0,220.0,153.0,121.0,744.0,536.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11649,Russia,0,1,Brazil,0,-679.0,-494.0,-67.0,-118.0,-1690.0,-517.0,-64.0,-54.0,-2.0,-8.0,-152.0,-51.0,3
11650,Saudi Arabia,0,3,Portugal,0,17.0,9.0,9.0,-1.0,-37.0,-58.0,-14.0,-11.0,1.0,-4.0,-38.0,4.0,3
11651,Scotland,1,3,Switzerland,0,-377.0,-110.0,-184.0,-83.0,-518.0,-727.0,-14.0,-8.0,-5.0,-1.0,-25.0,-23.0,3
11652,Senegal,2,1,Norway,0,294.0,185.0,17.0,92.0,422.0,-15.0,0.0,1.0,-1.0,0.0,4.0,2.0,1
11653,Spain,3,2,Ivory Coast,0,514.0,341.0,60.0,113.0,1177.0,372.0,54.0,27.0,13.0,14.0,86.0,58.0,1
11654,Tunisia,0,1,Serbia,0,312.0,128.0,92.0,92.0,419.0,323.0,6.0,0.0,2.0,4.0,7.0,8.0,3
11655,Wales,0,0,Paraguay,0,300.0,129.0,138.0,33.0,445.0,450.0,-22.0,-6.0,-9.0,-7.0,-26.0,-34.0,2
11656,Saudi Arabia,2,2,Iraq,0,473.0,269.0,106.0,98.0,853.0,441.0,13.0,3.0,8.0,2.0,10.0,35.0,2
11657,Germany,4,1,United States,0,182.0,194.0,-51.0,39.0,941.0,130.0,76.0,59.0,3.0,14.0,189.0,63.0,1
11658,Saudi Arabia,1,2,Poland,0,-181.0,-38.0,-77.0,-66.0,-369.0,-453.0,-18.0,-13.0,-2.0,-3.0,-35.0,-6.0,3
11659,Mexico,2,1,Paraguay,0,480.0,359.0,37.0,84.0,1119.0,215.0,30.0,9.0,17.0,4.0,30.0,60.0,1
11660,Japan,1,0,Ecuador,0,123.0,162.0,-47.0,8.0,515.0,-105.0,11.0,1.0,6.0,4.0,10.0,18.0,1
11661,United States,1,1,Jamaica,0,540.0,291.0,143.0,106.0,945.0,586.0,30.0,7.0,17.0,6.0,34.0,53.0,2
11662,Poland,0,1,Lithuania,0,759.0,345.0,215.0,199.0,1360.0,974.0,34.0,16.0,13.0,5.0,46.0,45.0,3
11663,Mexico,1,0,Venezuela,0,703.0,427.0,111.0,165.0,1398.0,493.0,57.0,16.0,27.0,14.0,60.0,98.0,1
11664,Japan,1,2,Bulgaria,0,446.0,264.0,88.0,94.0,931.0,384.0,-5.0,2.0,-4.0,-3.0,-2.0,-24.0,3
11665,Belgium,2,1,Saudi Arabia,0,121.0,24.0,80.0,17.0,347.0,515.0,32.0,17.0,8.0,7.0,57.0,33.0,1
11666,Mexico,2,1,DR Congo,0,764.0,431.0,166.0,167.0,1434.0,720.0,54.0,16.0,24.0,14.0,60.0,84.0,1
11667,Japan,0,0,Scotland,0,242.0,150.0,39.0,53.0,516.0,168.0,-2.0,1.0,-1.0,-2.0,-5.0,-12.0,2
11668,Poland,4,0,Faroe Islands,0,766.0,347.0,209.0,210.0,1369.0,931.0,34.0,16.0,13.0,5.0,46.0,45.0,1
11669,Saudi Arabia,1,0,Togo,0,531.0,291.0,121.0,119.0,928.0,458.0,13.0,3.0,8.0,2.0,10.0,33.0,1
11670,Slovakia,1,1,Belgium,0,-663.0,-315.0,-206.0,-142.0,-1263.0,-977.0,-44.0,-19.0,-17.0,-8.0,-63.0,-65.0,2
11671,Northern Ireland,0,1,Uruguay,0,-549.0,-319.0,-94.0,-136.0,-1043.0,-362.0,-43.0,-21.0,-15.0,-7.0,-74.0,-51.0,3
11672,Basque Country,0,1,Wales,0,-666.0,-207.0,-311.0,-148.0,-796.0,-1082.0,-5.0,-1.0,-1.0,-3.0,-4.0,-4.0,3
11673,Austria,1,4,Croatia,0,-79.0,-90.0,50.0,-39.0,-176.0,118.0,6.0,1.0,5.0,0.0,8.0,21.0,3
11674,South Korea,1,1,Senegal,0,296.0,214.0,12.0,70.0,784.0,192.0,26.0,3.0,17.0,6.0,23.0,60.0,2
11675,Romania,0,2,Uruguay,0,-665.0,-319.0,-197.0,-149.0,-1131.0,-767.0,-35.0,-16.0,-12.0,-7.0,-57.0,-42.0,3
11676,United States,0,1,Morocco,0,135.0,42.0,106.0,-13.0,222.0,419.0,17.0,6.0,10.0,1.0,23.0,40.0,3
11677,Belgium,3,3,Turkey,0,568.0,285.0,177.0,106.0,1176.0,857.0,38.0,15.0,15.0,8.0,48.0,55.0,2
11678,Colombia,1,1,Ecuador,0,-266.0,-66.0,-136.0,-64.0,-362.0,-510.0,12.0,5.0,5.0,2.0,22.0,19.0,2
11679,Catalonia,2,0,Costa Rica,0,-612.0,-267.0,-189.0,-156.0,-994.0,-675.0,-18.0,-5.0,-8.0,-5.0,-19.0,-28.0,1
11680,Australia,1,0,Greece,0,360.0,237.0,59.0,64.0,928.0,289.0,6.0,0.0,4.0,2.0,8.0,11.0,1
11681,Czech Republic,2,0,Saudi Arabia,0,-513.0,-271.0,-128.0,-114.0,-877.0,-489.0,-13.0,-2.0,-9.0,-2.0,-8.0,-35.0,1
11682,South Korea,2,0,Bosnia and Herzegovina,0,785.0,458.0,126.0,201.0,1462.0,589.0,31.0,5.0,17.0,9.0,30.0,66.0,1
11683,Turkey,1,1,Ghana,0,-435.0,-245.0,-80.0,-110.0,-807.0,-331.0,-2.0,1.0,-1.0,-2.0,7.0,1.0,2
11684,United States,2,0,Venezuela,0,530.0,288.0,130.0,112.0,908.0,495.0,33.0,8.0,19.0,6.0,37.0,62.0,1
11685,Denmark,1,1,Paraguay,0,425.0,279.0,93.0,53.0,1051.0,443.0,-7.0,2.0,-4.0,-5.0,0.0,-12.0,2
11686,France,1,0,Mexico,0,-58.0,-48.0,15.0,-25.0,-87.0,175.0,9.0,18.0,-8.0,-1.0,60.0,-21.0,1
11687,Germany,7,0,Luxembourg,0,716.0,496.0,47.0,173.0,1883.0,494.0,109.0,67.0,22.0,20.0,226.0,125.0,1
11688,Netherlands,1,0,Cameroon,0,219.0,147.0,68.0,4.0,840.0,402.0,27.0,23.0,-1.0,5.0,68.0,5.0,1
11689,Portugal,4,1,Cape Verde,0,575.0,296.0,141.0,138.0,1031.0,636.0,30.0,14.0,10.0,6.0,49.0,35.0,1
11690,Serbia,1,1,Uruguay,0,-568.0,-240.0,-195.0,-133.0,-888.0,-762.0,-47.0,-22.0,-13.0,-12.0,-81.0,-57.0,2
11691,Spain,0,0,Russia,0,437.0,310.0,41.0,86.0,1056.0,290.0,18.0,11.0,2.0,5.0,22.0,18.0,2
11692,Switzerland,1,1,Ivory Coast,0,643.0,229.0,280.0,134.0,983.0,1109.0,28.0,9.0,12.0,7.0,37.0,50.0,2
11693,Wales,2,1,Trinidad and Tobago,0,582.0,208.0,242.0,132.0,785.0,909.0,2.0,1.0,-1.0,2.0,4.0,0.0,1
11694,Croatia,2,2,Iran,0,-175.0,-112.0,-25.0,-38.0,-384.0,-55.0,8.0,9.0,-1.0,0.0,26.0,2.0,2
11695,North Macedonia,2,1,Ecuador,0,-470.0,-152.0,-197.0,-121.0,-603.0,-746.0,-10.0,-4.0,-5.0,-1.0,-10.0,-11.0,1
11696,Morocco,0,1,Mali,0,452.0,243.0,81.0,128.0,724.0,310.0,16.0,2.0,9.0,5.0,14.0,22.0,3
11697,Ukraine,4,0,Costa Rica,0,-535.0,-249.0,-155.0,-131.0,-932.0,-590.0,-13.0,-3.0,-6.0,-4.0,-14.0,-21.0,1
11698,United States,1,0,Latvia,0,633.0,309.0,185.0,139.0,1007.0,736.0,33.0,8.0,19.0,6.0,37.0,62.0,1
11699,Jamaica,1,4,Ghana,0,-469.0,-274.0,-70.0,-125.0,-901.0,-337.0,-9.0,-3.0,-3.0,-3.0,-10.0,-7.0,3
11700,Argentina,2,0,Angola,0,879.0,497.0,164.0,218.0,1702.0,874.0,78.0,43.0,22.0,13.0,136.0,91.0,1
11701,Czech Republic,1,0,Costa Rica,0,-510.0,-234.0,-147.0,-129.0,-880.0,-569.0,-15.0,-4.0,-6.0,-5.0,-16.0,-24.0,1
11702,England,3,1,Hungary,0,683.0,448.0,66.0,169.0,1654.0,438.0,37.0,14.0,5.0,18.0,4.0,7.0,1
11703,Germany,2,2,Japan,0,214.0,183.0,-8.0,39.0,809.0,252.0,88.0,62.0,11.0,15.0,206.0,96.0,2
11704,Libya,1,2,Uruguay,0,-783.0,-353.0,-235.0,-195.0,-1278.0,-948.0,-56.0,-24.0,-20.0,-12.0,-87.0,-74.0,3
11705,Poland,1,2,Colombia,0,543.0,254.0,153.0,136.0,1092.0,742.0,12.0,7.0,3.0,2.0,14.0,15.0,3
11706,Tunisia,3,0,Belarus,0,543.0,250.0,134.0,159.0,827.0,510.0,15.0,2.0,9.0,4.0,13.0,25.0,1
11707,France,2,0,Denmark,0,-3.0,32.0,-41.0,6.0,-19.0,-53.0,46.0,25.0,13.0,8.0,90.0,51.0,1
11708,Iran,5,2,Bosnia and Herzegovina,0,422.0,274.0,44.0,104.0,879.0,237.0,12.0,1.0,7.0,4.0,5.0,20.0,1
11709,Saudi Arabia,0,1,Turkey,0,447.0,261.0,97.0,89.0,829.0,342.0,6.0,-2.0,7.0,1.0,-9.0,22.0,3
11710,Switzerland,1,1,Italy,0,438.0,120.0,259.0,59.0,595.0,936.0,-46.0,-33.0,0.0,-13.0,-78.0,-13.0,2
11711,Netherlands,2,1,Mexico,0,-97.0,-58.0,-13.0,-26.0,81.0,76.0,-7.0,11.0,-16.0,-2.0,26.0,-50.0,1
11712,Norway,0,0,South Korea,0,-590.0,-399.0,-29.0,-162.0,-1206.0,-177.0,-26.0,-4.0,-16.0,-6.0,-27.0,-62.0,2
11713,Germany,3,0,Colombia,0,603.0,411.0,81.0,111.0,1686.0,657.0,87.0,58.0,12.0,17.0,194.0,95.0,1
11714,Tunisia,0,0,Uruguay,0,-256.0,-112.0,-103.0,-41.0,-469.0,-439.0,-41.0,-22.0,-11.0,-8.0,-74.0,-49.0,2
11715,Croatia,0,1,Poland,0,-485.0,-174.0,-189.0,-122.0,-810.0,-762.0,-11.0,-5.0,-5.0,-1.0,-11.0,-19.0,3
11716,England,6,0,Jamaica,0,824.0,545.0,90.0,189.0,2099.0,658.0,66.0,28.0,17.0,21.0,88.0,55.0,1
11717,Luxembourg,0,3,Portugal,0,-458.0,-292.0,-33.0,-133.0,-957.0,-184.0,-30.0,-14.0,-10.0,-6.0,-49.0,-35.0,3
11718,Spain,2,0,Egypt,0,479.0,330.0,44.0,105.0,1174.0,356.0,56.0,30.0,13.0,13.0,94.0,60.0,1
11719,Switzerland,4,1,China PR,0,604.0,242.0,239.0,123.0,991.0,1012.0,37.0,12.0,17.0,8.0,50.0,64.0,1
11720,Brazil,4,0,New Zealand,0,788.0,555.0,63.0,170.0,1886.0,537.0,103.0,73.0,15.0,15.0,225.0,91.0,1
11721,Colombia,2,0,Morocco,0,-286.0,-175.0,-26.0,-85.0,-523.0,-108.0,6.0,7.0,1.0,-2.0,18.0,8.0,1
11722,Ghana,3,1,South Korea,0,-246.0,-176.0,-12.0,-58.0,-548.0,-109.0,-22.0,-2.0,-14.0,-6.0,-21.0,-54.0,1
11723,Japan,1,0,Malta,0,561.0,313.0,112.0,136.0,1121.0,460.0,21.0,5.0,11.0,5.0,20.0,29.0,1
11724,Netherlands,1,1,Australia,0,247.0,125.0,61.0,61.0,540.0,400.0,34.0,25.0,1.0,8.0,73.0,17.0,2
11725,Australia,3,1,Liechtenstein,0,474.0,265.0,98.0,111.0,1054.0,366.0,16.0,2.0,10.0,4.0,13.0,31.0,1
11726,France,3,1,China PR,0,616.0,362.0,133.0,121.0,1260.0,748.0,66.0,34.0,19.0,13.0,120.0,77.0,1
11727,Spain,2,1,Croatia,0,337.0,220.0,50.0,67.0,791.0,247.0,40.0,19.0,10.0,11.0,64.0,46.0,1
11728,Iran,1,0,United Arab Emirates,0,351.0,256.0,6.0,89.0,846.0,148.0,12.0,2.0,6.0,4.0,7.0,13.0,1
11729,Japan,2,0,Trinidad and Tobago,0,557.0,310.0,117.0,130.0,1101.0,554.0,18.0,5.0,9.0,4.0,20.0,25.0,1
11730,Saudi Arabia,1,0,Bahrain,0,511.0,280.0,121.0,110.0,915.0,465.0,16.0,3.0,11.0,2.0,11.0,39.0,1
11731,Ghana,2,0,Togo,0,519.0,275.0,104.0,140.0,906.0,447.0,9.0,4.0,2.0,3.0,12.0,10.0,1
11732,Iceland,0,0,Spain,0,-518.0,-383.0,-9.0,-126.0,-1261.0,-214.0,-60.0,-30.0,-16.0,-14.0,-97.0,-67.0,2
11733,Wales,0,0,Bulgaria,0,471.0,162.0,213.0,96.0,615.0,739.0,-21.0,-2.0,-14.0,-5.0,-18.0,-49.0,2
11734,Australia,2,0,Kuwait,0,365.0,215.0,73.0,77.0,899.0,347.0,13.0,2.0,8.0,3.0,11.0,25.0,1
11735,Bangladesh,1,4,Qatar,0,-543.0,-235.0,-174.0,-134.0,-804.0,-574.0,0.0,0.0,0.0,0.0,0.0,0.0,3
11736,Belgium,0,0,Kazakhstan,0,710.0,332.0,222.0,156.0,1340.0,1040.0,48.0,20.0,19.0,9.0,68.0,72.0,2
11737,Bosnia and Herzegovina,1,2,France,0,-725.0,-390.0,-183.0,-152.0,-1361.0,-902.0,-63.0,-33.0,-17.0,-13.0,-116.0,-73.0,3
11738,Cameroon,1,1,Guinea,0,422.0,215.0,75.0,132.0,633.0,361.0,23.0,4.0,12.0,7.0,18.0,43.0,2
11739,Czech Republic,1,3,Serbia,0,-173.0,-96.0,-29.0,-48.0,-326.0,-151.0,-6.0,-1.0,-5.0,0.0,-3.0,-13.0,3
11740,Denmark,2,0,Poland,0,-4.0,22.0,16.0,-42.0,75.0,11.0,-14.0,-7.0,-7.0,0.0,-16.0,-19.0,1
11741,Egypt,0,2,Uruguay,0,-674.0,-311.0,-202.0,-161.0,-1161.0,-842.0,-49.0,-24.0,-15.0,-10.0,-82.0,-62.0,3
