review_text,review_score
"Namco Museum does a great job of highlighting the illustrious lineage of one of video gaming's most famous arcade companies; not only is it packed with addictive games that will keep you glued to your Switch for many weeks to come, but it boasts excellent emulation, a host of options, online leaderboards, a special challenge mode for each game and a new version of Pac-Man VS. which is sure to become the go-to party title for many Switch players. While there are a couple of titles that we'd have swapped out for other, more worthy offerings from Namco's past, you're still getting an excellent selection of games for a reasonable price here.",8
"With top-notch graphics and sound that believably invoke the Metroid series, not to mention some really cool pinball innovations that incorporate many trademark features of the series, this game really does feel like a seamless, if unlikely, merging between classic arcade pinball and the creepy-cool Metroid Prime series.",8
"The Big Con is a nice game, but not very deep. It entertains for the time it lasts, but in the end it doesn't give much in terms of experience, if not for its graphic style that stands out on everything else.",6
"Neon White nails the “one more try” mentality. With complex and fast levels, great enemy variety, and easy readability, it feels like a fantastic intro to speedrunning. My biggest gripe? I want more! Not that there isn’t enough, but I just can’t get enough of the Neons and the gripping nature of this game.",10
"The Last Story bravely asks those who believe the JRPG genre has nothing left to offer to take another look. Beneath its surface, it bears little resemblance to its peers. At the same time, it's in good company as another entry on one of the most intimidating resumes in the video game business.",8
"Where Silent Storm shines is in combat -- not so much from the combat engine itself, which is nice enough but which uses roughly the same mechanics (with action points and familiar modes of fire) as other tactical games, but in watching and taking part in the combat.",9
"Final Fantasy VII: Rebirth is a massive leap forward when compared to the first entry of the Final Fantasy VII Remake. It is way more ambitious, with an open world that is as detailed as alive, and that is very gratifying to explore. Even if not all of the secondary activities are especially memorable, it is undeniable that Square Enix's endeavors to turn this into a more diversified and fresh experience can be felt right from the get-go.",10
While it may sound like there's plenty of replay value here with the ability to play through it as two entirely different characters it's really just the same strategy game with the concept totally reversed.,5
"A decent, if forgettable, RPG romp through familiar lands, with familiar faces, for familiar goals. Its surprisingly thoughtful and intelligent battle system mostly makes up for its weak character customization, lackluster graphics and overly linear world.",6
"Despite the demo being met with scepticism, Square Enix has crafted a truly fantastic game that is a stunning change of pace and feel for the Final Fantasy series, but still manages to stay largely true to its roots. Beautiful. [JPN Import; Issue #139, p.60]",9
"Banana Mania takes the best Super Monkey Ball games and combines them into one solid package. Frustrations from those original games remain, and the lack of online play is a disappointment, but new options allow for a less stressful time.",7
"The scale of one’s enjoyment with a game like B.I.O.T.A. depends entirely on what kind of game you’re expecting and more importantly, what area of game you end up gravitating towards coming out of it. For those in the Metroidvania camp, the game is an inoffensive if not entirely unique interpretation on the template. But on the platforming side, fortunes are far more favorable, playing host to sequences that are both well-executed and challenging on top. The fact these bright spots are so tucked away, though — caught between needless back-tracking and a general world design that can feel too linear — can lend itself to B.I.O.T.A. feeling too uneven and demanding on one’s patience to warrant seeing it through. Even so, it’s these precision platforming sequences, working together with the hyper-retro leanings, that just about pulls it from out the doldrums. It might not be posing any original ideas, but for better or worse, B.I.O.T.A.‘s know-how on old-school traits just about keeps it afloat.",6
"Lushfoil Photography Sim is worth playing, especially for those who want to dabble in digital photography. The techniques used in the game mimic those in real life, the maps are close to accurate, and the added little challenges test your creative eye. The game is like visiting someone’s memory as you’re bound to a specific area, but the maps are huge and very detailed. While it does feel weird and somewhat scary being the only person wandering around popular tourist spots, exploring the wildlife and these unique places all by yourself turns them into a delightful nature/travel photography playground.",8
"For those gamers that were fans of the original from a single player aspect, Rise of the Witch King doesn't really add that much more such it should grab your attention. For die-hard Lord of the Rings fans, the minimal content additions will likely be enough.",7
"Neon White, behind the sexy suitors and anime villains, underneath the storyline and relationship building, is a game about speedrunning. It’s about learning and replaying, and it’s about beating your friends. It’s a modern iteration of a classic, simple premise, but without perfect execution, a simple premise can easily flop. Thankfully, Neon White delivers nearly flawlessly. Just make sure to take your time with this whirlwind ride, you’ll thank me for it.",9
"If we add a repetitive level design, a problematic gameplay and some poor technical elements, the result is... the typical movie adaptation. And unfortunately, Iron Man stays painfully true to this rule. [June 2008]",4
"Wuppo is a platform game with its own distinct look and feel. The story that is told throughout the game is fun, and so is the interaction with the world. There are some minors annoyances while playing, but those do not spoil the fun to be had in Wuppo.",8
"A lot of creativity is embedded here beneath the surface. However, the absence of a story delivered in a compelling way, along with several other questionable design decisions, hinders your motivation to make it all the way through.",6
"For a few bucks less, Ninja Theory should just have ditched this lackluster mini-campaign and instead have thrown Vergil into Dante's adventure and the Bloody Palace as a playable character. As it stands, I can only really recommend Vergil's Downfall to people who desperately want to burn a couple of hours time and /or types who revel into mastering a new character. So yeah, you should probably give this a miss, as long as Capcom doesn't make Vergil an option for the main story.",4
"Achieves a stunning degree of realism, both in graphics and actual game physics. If you enjoy racing your friends or merely the computer in a realistic environment, Forza Motorsport was designed for you.",9
"A refreshingly simple 3D tower defense game. It blends the strategy of building and upgrading your units with action-packed third-person shooting, and the result is unadulterated mayhem with a lot of visual charm.",8
"My only complaint with Splatoon 3: Expansion Pass Wave 2 – Side Order is that it could’ve used a bit more variety for a mode that requires you to replay it so much to get the most out of it. While it may not hit the set-piece highs as past game expansions, this is exactly what I want to see from Splatoon as a series, and I hope it is included in the next game as an optional mode. The team nailed everything here, and if it ever does get more added through free updates, it will be perfect.",9
"If your a fan of Fatal Frame and Japanese Horror in general, you will probably like Calling. It succeeds in being scary without the shock and gore factor, but don't expect stellar gameplay.",6
"Much like that final mission enemy, Hard West 2 gets it right where it counts. Despite some thin RPG trappings, it's ultimately a highly-accomplished game of tactical combat with two or three genuinely terrific ideas executed exceptionally well. While it does suffer from a lack of imagination in some of its map design, that doesn't detract too much from how enjoyable it is to stand shoulder-to-shoulder with your posse and find creative ways to put down hordes of Wild West demons.",8
"This is the Police 2 is presented well, featuring a great visual style, accompanied by an equally great score, but a poorly penned script, coupled with gameplay that is not engaging, keeps it from realising its full potential.",5
"Space Invaders Extreme took basic game play into an enjoyable online extravaganza; Arkanoid Live hasn’t really evolved Arkanoid at all. In fact, apart from the little polish on the menu and a multiplayer option, the game is pretty much the same as I played 15 years ago!",5
"Samorost 3 is a beautiful game and definitely worth experiencing if only for the visuals and musicality. It is a pleasant adventure with some great ideas, but is let down by its short gameplay and sometimes frustrating puzzles.",6
"Slick, detailed visuals are marred by inane camera work, and while the creature, explosion, and limb-whacking sound effects are all boffo, developer High Voltage should have jettisoned the dance beats and synthetic guitar strains for something more along the lines of Slayer.",7
"Sonic Rivals pulls it together pretty well, but the game feels more like a mini-game than a fully fleshed out product. Overall, Sonic Rivals is unfortunately too short, and the concept is too simple, to hold the interest of most gamers for very long.",5
Anyone who has played these Monkey Ball titles before will be satisfied with this new available version. Those who have never touched the series before and are looking for a challenging physics-based platforming adventure should try out Super Monkey Ball Banana Mania.,8
"If you've played another Lips game, then you know exactly what you are getting here: a regular singing mode, the freestyle mode, and the MyLips social tool. There's nothing new in this title, which is disheartening considering this is the third iteration of the franchise.",6
"All at once. Astro boy is challenging, beautiful and in these days, utterly unique in its simplicity. Action fans will want to snap this up at the very first opportunity. [JPN Import]",8
"Without spoiling any of the story elements, Lost Records: Bloom & Rage is captivating so far with the first act. The characters are well-written, the narrative, albeit slow, is gripping, and the game is gorgeous to look at as you take videos of the wildlife and characters around you. It'll be exciting to see where the narrative goes when the second part releases this April. Let's just hope those frame rate hiccups and performance issues get fixed by then.",8
"As a Rhythm RPG, the team at Puuba wanted to keep the strategic elements of a good role playing game but to also speed it up. The Metronomicon offers fun characters, a solid and wacky story line, strategic elements and some really great tunes. And with the colorful and fun character design, this is a game that should be dancing into everyone’s homes.",8
"Wilson’s Heart gets a lot of things right. The spooky atmosphere, charming camp, and long-form narrative are great proofs of concept for virtual reality adventures. Considering most VR titles available right now feel more like glorified tech demos than full-fledged games, I enjoyed the extended sessions of this six-to-eight-hour experience. But Wilson’s Heart’s limited interactivity, lack of freedom, and wooden combat show developers still have a lot to learn about creating truly immersive virtual reality experiences.",7
"Dark Sector doesn’t try to revolutionize the action game genre. It just wants you to have fun, by killing enemies with an awesome weapon and going online to do the same. And it certainly succeeds as being a fun game, with great presentation values.",8
Plays like a dream! It feels like the controller melds with your hands and you become one with it! The game is really that smooth for two main reasons: Jak responds to the slightest touch of a button and the frame rate is at a steady 60 fps and never drops.,10
"Splatoon 2 is arguably the best entry in a multiplayer game from Nintendo. The game does everything better than the original Splatoon, although at first glance it could seem the same. Salmon Run and Hero Mode are just honey in the overall; it is excellent in its conception.",8
"what is currently available feels like a prototype for something better. If the campaign were just longer, tighter, more refined, then Hellbound would be an easy recommendation. Saibot created something that feels solid in the hands but doesn't quite stick the landing. You can only play the campaign so many times before you've seen it all and Hellbound simply doesn't deliver much else.",4
"As a whole, Minis on the Move feels like a bit like a bait and switch, ensnaring gamers familiar with the franchise's established gameplay, only to deliver something unexpected and not entirely satisfying.",5
"Though this fun piece of software does what it needs to do, the limitations of the 3DS’s abilities, the lack of direction and the painstaking work that is required makes RPG Maker Fes feel like a let-down.",5
"Unbound is everything a fan of the franchise could want and an example of how to revamp a series without losing any of the essence of what a good Need for Speed is. More than just an excellent arcade racing game, Criterion leaves players with shining eyes as they imagine how much better this could be in the future.",10
"Castlevania fanatics will hate the unnecessary liberties taken with their favorite characters, fighting game enthusiasts will abhor the crippling lack of character balance, and everyone should just cross their fingers that the next game to bear this franchise's once vaunted name is put together with a lot more care.",3
"The story, characters and control system are all lacklustre, and even the sniper mode that regularly pops up for you to save a hostage from the grips of a terrorist is badly designed, as the times are too quick to clear the area and you end up with innocent blood on your hands.",5
"Age of Empires: Definitive Edition is a game stuck midway between the past and the present. The remastering process took a lot of work and turned out pretty good but I can't understand why the gameplay was left intact without any modern polish. At first, the nostalgia was strong but fighting with the archaic solutions over and over again for a few hours was too much for me and I got bored.",6
"The AI in the game has been greatly improved over last year. People who like to run the same few plays over and over will need to learn to change their game, or they will get left behind.",9
"As I paraded through the areas killing similar tiny enemies over and over (even the ""big"" monsters don't intimidate), it took forever to find any exciting rare items to wield. Without those incentives, things got monotonous. [March 2005, p.123]",7
"Just like most Paradox Interactive strategy games, Supreme Ruler: Cold War has become a very difficult game that is made for the best strategists out there. The lack of a tutorial doesn't help and the meagre graphics don't make the game any more accessible. However, if you're looking for a deep strategy game that can give you a big challenge, try it out.",6
"Boyfriend Dungeon is an impressive matchup of two genres that I’d never think would make a decent pair. It juggles interesting personal entanglements with challenging action gameplay via its dungeons. Though it could really benefit from some depth to its romantic structure, it’s not enough to sour what is overall a fascinating experience.",8
"If you’re a fan of the original Rock of Ages, you will absolutely love Rock of Ages 2: Bigger & Boulder. Rock of Ages 2 brings back everything that made the original so fun and unique, then cranks the dial to eleven.",9
"There's nothing at all wrong with arcade-style gameplay, but there's something wrong if the action is alternately dull and frustrating, as it is this game. If you're a Ducati devotee or fan of motorcycle racing, prepare for disappointment with this game.",4
"This arcade racer is filled to the brim with content. The singleplayer experience is extremely varied thanks to a large amount of available tracks and the multiplayer modes offers endless fun for all. To top it off, the game sells at a fair price means you really should give this title a shot. The only issue we encountered occasionally is a technical glitch which sometimes cause your vehicle to behave oddly from time to time. Luckily these occurrences are few and far between. Highly recommended.",8
"I knew The Gold Saucer was going to be a big moment in Rebirth, but nothing could prepare me for the cacophonous performance that broke out when I entered the gilded theme park: dazzling holograms, gyrating bodies, and a healthy dose of Terry Crews-esque Pec Popping. It was just one of nearly a dozen moments that had my jaw on the floor.",10
"If you meet along some trustworthy cooperative kleptomaniacs, a virtual world of Monaco will become your next home. This stealth multiplayer game loves its dollar bags the same way you do.",9
"But unless you have fond memories of Warlords' primitive arcade past, its gameplay is just too simplistic to offer more than a weak dose of transient wistfulness. [Sept 2008, p.77]",5
"Most traditional RPG fans will find themselves bored and frustrated with SaGa's extremely open-ended and unforgiving game design, but those select few who find themselves excited by these prospects will proclaim this one of the most satisfying experiences in recent memory.",2
"There are touches of flawed execution in Persona 4: Dancing All Night, but they do little to upset what is otherwise a spectacular rhythm game. Genuine strokes of genius can be found in its modifiable gameplay and superb soundtrack, and they're compelling enough to keep the game from solely relying on its buckets of patented Persona charm.",8
There’s no such game as “Perfect” but Madden NFL 10 and the development team over at EA Tiburon continues to offer the greatest football experience year after year. The Online Franchise and the possibility to play with a friend online are welcomed additions and the overall product is a must have for any Madden hardcore fan out there.,9
"A strong sense of black humour is prominent in the gameplay, the excellent story and the in-game banter, which keeps your interest in what would have otherwise been a run-of-the-mill third person adventure.",7
"A wonderfully drafted love letter to fans in terms of design, story aside. Spider-Man: Shattered Dimensions was a risk. Beenox dropped the open-world environments for a linear experience, but it turned out for the best. Each universe feels almost completely different from the others in design and play.",9
"Sonic Rivals feels a little like a mini-game to a bigger game. We expected more content than this. The cards are utterly useless in their attempt to milk replay out of the title, and seemed thrown in at the last minute.",7
We would love to see Xbox Live support enabled with support for downloadable objects (this could help to extend the lifespan) or even custom soundtrack support to take advantage of the Xbox's capabilities would have been a good inclusion.,8
"South of Midnight is an incredible experience – and a rare fantasy adventure that grasps deeper themes whole-heartedly, telling a story that is cinematic, dynamic, beautiful, and heart-wrenching at every turn. What a wonderful world we live in, that games like South of Midnight exist.",10
"The Metronomicon comes together in a neat package which rhythm game fans will certainly get a deal of enjoyment out of. The soundtrack is varied, with highlights being songs from the likes of Perturbator, however it’s likely you will dislike just as many songs as you do like. Bringing in the RPG elements makes this game stand out from other rhythm games, and there’s enough here to keep you going through the end of the game and beyond.",7
"Despite quite a potential, Venetica takes elements from other different games mortifying all of them with a result that doesn't come even close to the quality level that an ambitious production needs to reach.",5
"Trek to Yomi is a solid and well-executed trip to a black-and-white tale of swords and souls, where a simple but satisfying gameplay is paired with a charming narrative that offers three different endings. Enemy and setting variety could be better, but overall this is a game worthy of your time.",8
A really fun title. I enjoyed the western setting as well as a couple of the twists that were in the story. In addition the fact that I can go through the campaign a second time and get a slightly different view of events is a great idea.,8
"Forza Horizon 5 accomplishes that which so many franchises try again, and again, but fail to do so: get better with each and every entry. Playground Games and Turn 10 Studio's magnificent display brings about one of the best racing games of all time to Microsoft. Is this 2021's GOTY?",10
"I would only recommend this game to die-hard fans of the point-and-click genre. For the company’s first published game on Steam, I feel this was too much of a moonshot. I praise them for being ambitious and it definitely has potential, but sadly, the only element lacking is the most important thing: fun.",6
"Like the other Hunter games, features a limp sound track, silly dialog, and giant swarms of monsters. It's also really meant to be played multiplayer; the person playing by themselves is likely to end up frustrated by the amount of baddies and the punishing difficulty of boss battles.",6
"Where Soldiers best succeeds, though, is in the visuals. This is one immensely detailed game. The various environments you’ll find in the game feature incredibly detailed structures and high-resolution textures, which will surely push your videocard.",8
"No matter how much muscle your car is pushing, the AI will always manage a way to gain up on you and take the lead. I felt as if I&#146;ve won a Nobel Peace Price when I finally beat the last race in Paris, and you will too.",10
"While obviously being influenced by games like Limbo, Monochroma has a flavor and story all its own. Monochroma is a good game at heart, but it's hidden under technical errors and gameplay flaws that gave me no end of frustration.",7
"Unbelievably fun once you settle in to the drift-focussed arcade racing, and at 800 MS Points/£7.99 it feels like good value for money, but it's not the perfect version of the game we hoped it would be.",8
"Beautiful to watch and entertaining to play, the game will draw you in and make you feel connected to your onscreen personas like few others. Serious sim fans should definitely give this game a test flight.",9
"Journey of a Roach has an interesting concept as well as some clever puzzles, but the novelty quickly wears out and all we're left with is a short game with a mostly unexplored idea.",5
"The Sojourn is a peaceful yet thought-provoking puzzle game with beautiful visuals. The only bits of story are told through dioramas, so it isn't spelled out for you. With a sense of wonder and interesting puzzle mechanics, you'll have a great time seeing how clever you truly are.",8
NOT for the faint of heart or Yu-Gi noobs. Konami made this one directly for its target audience and in doing so have created a fantasic and indepth RPG that will delight purveyors of the card game for many hours.,9
"The world is drab in this fourth Driver game and the missions are just plain boring, and with about 15 to 20 hours of gameplay, at least it's not excruciatingly long (nothing makes a mediocre game worse than making you trudge through it for 40+ hours to feel like you accomplished something).",7
"Although it's easy to pick up, Tropico 5 is a deep and complex strategy title which keeps things interesting by throwing ever-changing challenges in to the story structure to mix things up.",7
"RPG Maker FES fail to deliver a nice experience to beginners. Without a real tutorial, the game lacks of fundamental information to create something appealing, leaving the players bored and frustrated. It may give some satisfaction only to those who are already experienced with the series.",6
"EA should take a page out of FIFA's book here: focus on the game. Every iteration - pre-alpha onwards - sit down and play a full game, 15-minute quarters. If it feels 'right', then you're on the right path.",8
"This decision further cements the idea – given that the 1980s series has been localised in English in the past – that this is a very niche game, for an audience expected to have some attachment with the series, and that it is a very barebones package with all extraneous content cut for more characters and levels. As a result, it is difficult to recommend to audiences outside of fans of the series; nostalgia, or familiarity, will likely forgive many of the shortcomings.",5
"Resistance: Burning Skies is an excellent proof of concept. It is the tech demo that shows third-party publishers that first-person shooters can be achieved on the Vita hardware. It is by no means a crowning achievement. Instead, Nihilistic have opened the door for other, more accomplished developers to step through.",5
"Zen Pinball 3D is a polished experience that will please pinball and video game fans alike. Despite its conservative take on pinball, as compared to games like Devil's Crush, it still offers an enjoyable experience that is worth any 3DS owner's time.",9
"With some impressive titles already released this year, the Nintendo Switch continues its hot streak with Splatoon 2. This may seem like a bold statement but Splatoon 2 finds itself to be one of the best shooters available right now. Granted, it is hard to compare gritty AAA first-person shooters with Splatoon 2 but it's equally hard to argue against the aesthetically pleasing visuals, smooth framerate, polished gameplay, and pure fun of the game.",8
Rogue Heroes: Ruins of Tasos is a tribute to the Zelda saga with roguelite mechanics and even farming and fishing. It offers extraordinary multiplayer options that will delight classic adventurers looking for something old school on Nintendo Switch.,8
"Like a good diorama, Button City has a lot of fine detail. Sure the story is breezy and the characters are charming, but what about the games? What about the simple, engaging level design? I wish the sidequests were less about long walks, yes. I want a run button so very badly, it’s true. And the games could actually be harder. But I still want to visit this weird little town. I want to keep coming back to this arcade, I want to get sick of the only good games, I want to save up for the only good prizes. Whether you remember places like this or not, Button City is a delightful escape to the lost world of arcades. Heck, if you’ve got one in your town, this might convince you to start going again.",8
"Rock of Ages 2 is a typical ""more of the same"" and provides a lot of fun, until you discover that the dish gets empty in a little bit more than an afternoon. Surely, such a fortunate architecture should have deserved more content.",8
"Aside from the cultural tweaks, the other major improvement here is in the scale of the game. The mountain you're competing on is huge, and the better you get, the more of it you get to see. In places, it's downright beautiful. [Nov 2003, p.134]",10
You can compare playing Drakensang with reading of a good old classic book. Old-fashioned RPG acquired new graphics but its heart remains the same. Prepare to enter a lively and believable world filled with a plethora of quests and catching stories. [Mar 2009],8
"Capcom has gone a little bit experimental here, but what we have here, episodic or not, is a step in the right direction. We miss some puzzles, but there's some Resident Evil soul in this game.",8
"SingStar Ultimate Party is a party that's only half successful: you can still have fun (even lots of, in certain conditions), yet with different choices the outcome could have been far more memorable.",7
"The updated visuals and online functionality are welcome improvements, but if you've already spent hours nailing high scores and low times four years ago, the events haven't changed drastically enough to warrant two purchases.",7
"While Quarrel doesn't really do too much to push the word genre forward, it's really not that bad a game at all. While the AI has its moments of cheapness and the presentation could've used a little more ingenuity (and for that matter, lessened loading times), the game has a light-hearted appearance, gameplay that can really grow on you (especially if you're an English major) and online options to make it a real party.",8
"If Fall of Cybertron has one lesson that it's trying to convey, it's the same thing that players will quickly learn upon trying out the multiplayer mode: Keep moving, adapt, and be willing to change. Otherwise, you'll probably blow up.",9
"The game's puzzles provide plenty of challenge for amateur coaster designers, and the rating system gives you an incentive to continue working on tracks even after the basic requirements have been satisfied.",8
"Dead or School is a bit of a hidden and unpolished gem on the Nintendo Switch, but we found that its pros (battle system, level design and loads of contents) far outweigh the cons.",7
"This game contains three games. First of all the new part, Razing Storm and also the Arcade mode from Time Crisis 4 and the game Deadstorm Pirates. All of them are fun and are working great with the PlayStation Move controller.",7
"Monaco is a lot like Hotline Miami. The latter is a great ""psychedelic killing simulator"" while Monaco is probably one of the best ""burglar simulators"" out there. All it took was simple graphics, good ideas and excellent execution (and that meant many months of hard work). Monaco is a complicated machine that delivers chaos and fun at the player's wish. It's worth a shot!",9
"The multiplayer element, though far from its selling point, adds a welcome, manic element that amounts to icing on the cake. This, simply, 2D Mario at its best, and it's been a long time coming.",9
"The game is different, odd, colourful, and often funny, but it feels like step backwards from its predecessors in more ways than one. And sadly playing as Battle Cat just doesn't seem to fix it.",4
"A game that cannot satisfy City Builders lovers, nor RTS seekers. However it could please the youngest and those who would like to try the genre with something extremely light and undemanding.",6
"Axing every bit of multiplayer content -- not just the online modes -- from the original games is a baffling move on the part of the developers, considering that other Wii shooters have included both local and online multiplayer options.",3
"Dark Sector is a good game that has some great hooks, such as the wonderful glaive and a powerful shotgun. It's unfortunate that other elements, such as unpolished combat and some very generic NPCs, undermine its ambition (though they don't render the game unplayable).",7
"If you're still charmed in the slightest by the Dance Dance Revolution franchise, then Dance Dance Revolution Ultramix 3 will likely put a big grin on your face, and if you're anything like me, it'll complement those unstylish dance moves just fine.",8
"Once the balancing had been fixed it could be a great team-based shooter, but its monetisation and unlock system will no doubt rub a lot of players to wrong way. That said, it’s free and a fairly small download, so it’s certainly worth a look, but time is running out to get things right with new competitors almost ready to steal the spotlight.",7
"Though GRIP offers up some exciting racing and vehicular combat on a really wild and creative set of tracks, a frustrating singleplayer campaign and serious technical issues with the online multiplayer make it difficult to recommend in its current state.",6
I was pleased to find that my six-year-old daughter had as much fun as I did playing the game. Although she became a bit frustrated at points (as I did) she still was able to manage to manipulate the pikmin the way she intended.,9
"Even though there are no huge steps forward from the previous episode, it manages to bring us everything we expected and some nice additions like the online multiplayer. It has everything you need to keep a party going.",8
"War of the Ring mode offers more persistence for units and greater movement allowance, and with the addition of the Thrall Masters and other useful evil units, this is a good expansion pack that does more than just hold the fort.",8
"Digging Strike's simplistic gameplay is both an asset and a weakness. Fans of old school games will really enjoy this lighthearted update, but gamers looking for deeper gameplay will be disappointed.",7
"Rollerdrome is a fantastic concept really well executed. There is still some room for improvement, hopefully for a sequel, but Tony Hawk’s Pro Skater fans have an interesting twist to the genre here they should try.",8
"The Time Crisis: Razing Storm compilation is a really mixed disc – for those seeking out a light gun game that implements the Move controller well, it will only be partially satisfying, given the weakness of Razing Storm's motion controls. Thankfully, the package is partially saved by the controls and fun factor of Time Crisis 4 and Deadstorm Pirates especially.",7
"Loop Hero has all the right ingredients for an adventure management game with roguelike systems. There’s a learning curve to tackle, but after a few runs, you’ll be piecing together the world in no time. The entire experience is cathartic in a way as you watch the world evolve from your actions and overcome its obstacles with a little skill and luck. Unlike what Devolver Digital advertised at the announcement, it may not be game of the year material, but it’s still worth giving it a try.",8
"There are a handful of good aspects to Throne and Liberty, but in their present state, they don’t do enough to elevate it over similar games in the genre. Most MMO players are pretty entrenched in their favorite games. When a new title comes along, it has to offer something special enough to draw players away from their current obsessions. This one just doesn't do that, at least not yet. Throne and Liberty lays a solid foundation, but it still has a long way to go.",6
"Riptide is an unimaginative rerun of the predecessors few strengths and many weaknesses. Sure, the game offers moments of zombie smashing fun online, but a horrible story-line and repetitive game play quickly turns the single player into a boring gorefest.",5
Ankh is a return to the days of graphic adventure. It offers a fast moving story with likeable characters and a good sense of humor. If only the game wasn't so short and easy it might actually be a worthy addition to your PC library.,7
"With the tight action carrying the game the majority of the way, this may well be a tough sell for those who aren’t into niche Japanese titles. However, for those who enjoy fluid combat and revel in the strange and the bizarre, this may well be exactly what Galen of Pergamon ordered.",6
"Nothing to object (save the anachronistic lack of the online multiplayer): Nintendo has created once again a magnificent product, an amazing party game with no barriers to entry nor annoying distinctions between casual and hardcore players. Prepare your Wiimotes and invite your friends: the legendary plumber is back with an old school adventure you won't easily forget.",9
"While a lot of Nickelodeon Kart Racers 3: Slime Speedway’s best and most improved aspects may be pulled from other racers, the quality jump between this one and its predecessor cannot be overstated. Slime Speedway is a confident, enjoyable and joyful party experience. The devs have finally hit the mark, delivering a great entry into the pantheon of mid-budget licensed games. Fans who are nostalgic for old cartoons and anyone with younger kids will definitely have a great time here.",8
"The Forbidden Arts is a nice indie studio entry for the Switch and good for at least 12 hours of gameplay. I say “at least” because if you play like me you will probably get a couple of extra hours out of it (refer to the finicky jumping bits above). It doesn’t have all the polish of a big studio game, but it has heart.",7
"It's clever, it's impressive and it's undeniably Nintendo. If you have children and a Nintendo Switch - and your children love being creative - then it's hard not to say it's essential. However, despite its undeniable charm, it's very niche, it's expensive and not for everyone.",8
"Each turtle has his own attacks and skills, plus his own unique set of stages, and it's all tied together with great looks and sounds that make TMNT feel like a really polished SNES game - not a bad thing at all from where I sit. [Nov 2003, p.100]",8
"There is fun and satisfaction to be had in stealthily taking out whole levels without being spotted, but that is perhaps due to the nature of stealth gameplay rather than the strengths of the game itself. If you are looking for something along these lines and don’t mind the issues too much, you may enjoy Filthy Lucre, but there are other games that do the same thing with more success for a similar price, making this particular game difficult to recommend.",5
"F1 2013 oozes quality, fully living up to the illustrious nature of its official licence, and the presence of the 1980s and 1990s cars, drivers and tracks gives motorsport nuts a real reason to buy it – which is much-needed for such an annual franchise.",8
"Whether you really wanted it this way or not, Age of Empires: Definitive Edition is about as pure of a remaster as you’re ever going to find. The visuals and sound are all upgraded for a modern era without changing the heart of the game. However, with the vastly superior Age of Empires II HD already in existence with five years of community built up around it, there is little reason to recommend this game unless you’re just dying to play extremely early era civilizations.",7
"It still has a definite 'one-more-go' appeal and thus the sense of satisfaction when you complete missions is immense. Whilst not quite as accomplished as the Medal Of Honor games, Crashdown is certainly recommended for those looking for a decent FPS treat.",8
"Anyone looking to get into the fighting genre would fare well here: it's not too technical at first, but offers enough gameplay and modes to turn you into a combo-mashing pro while keeping you entertained.",8
"A masterpiece of epic proportions. From the innovative battle system to new ways of leveling up; the game gets a hold of you and never lets go. With roughly 50-100 hours playtime, Final Fantasy XII is an experience that you’ll never forget.",10
"While X-Men Origins: Wolverine is clearly undercooked, it's still genuinely fun, and most importantly, it delivers the kind of visceral, untamed experience that fans expect from the character. It's been a long time coming. Just like Logan, it's a beast on the outside, but it has a good heart within.",7
"Turok 2: Seeds of Evil is a classic Nintendo 64 FPS that perfectly enraptures the charm of its era. Certain design decisions struggle to translate well to the modern times, however, rendering the act of shooting dinos feel fun in some areas but obtuse in others.",5
"Spend a few hours winding down with its carefree sandbox or just listen to the ever catchy folksy music, and it’s just the antidote you need after a bad day, a bad year, or hell, a bad decade.",8
"There's one thing that really distinguishes the EverQuest phenomenon from all pretenders to the throne, for better or worse&#151;difficulty. Slaving for weeks through one of the higher ""hell levels"" isn't just time-consuming, it's quite often toil.",9
"It's simple, yet deep; goofy, yet realistic. By straddling these contradictions, MLB Power Pros 2008 manages to appeal to casual and hardcore players alike. It doesn't step far from its predecessor's shadow, but that doesn't prevent it from shining.",8
"A surprisingly strong game that does so many of the fundamental things right. Smooth, colorful graphics, a respectable score, a working camera (I can't stress this enough), and a 15-20 hour action-adventure quest are good points for which almost any game should strive.",8
"The only real problem I had with the game is one you have to push ""A"" 71 consecutive times to pull that many Pikmin out of the ground, and with only 30 days this gets time consuming.",8
"A great porting of the original N64 title that pushes the New Nintendo 3DS hardware to the limit. A must-have for all the Zelda fans (but you already know that, right?) and for everyone looking for something great to put in their new console.",9
"Arma 3 demands much of the player's ability, forcing him to make the best possible experience. It is the player who has to entertain itself using the tools that Bohemia Interactive provided.",7
The concept is interesting: Who doesn't want to see themselves in a cow costume with a sunflower hat and a guitar on your back throwing kicks that are as deadly as they are elegant? Unfortunately the execution of that concept is far less interesting.,5
"Age of Wonders 4 is a fantastic entry in the Age of Wonders series, giving players freedom and choice. The game is so full of customization that it gives unlimited possibilities that no two games will ever be the same, nor would anyone want them to be.",9
"With its limited depth, Brave Soldiers can't hold its own against more technical fighters on the market, and the tedium and lackluster presentation of the story mode won't give anyone who's not already a fan of the series much of a reason to become one.",6
"Iro Hero already has its own identity, so there's no need to stray further from the pack by implementing so many strange design-decisions. Having to sit through several minutes of filler just for another crack at the real obstacle is not fun or challenging. This shmup is only recommended for those out there willing to put up with a lot of tedium.",4
"Monaco is an amazing co-op game. It works both as an arcade-style romp and as strategic game that rewards deep thinkers...If you don’t want to play with others, however, I would skip it.",8
